antonio, 13
gramsci, 175
stanford, 5
encyclopedia, 5
of, 428
philosophy, 36
menu, 1
browse, 2
table, 2
content, 4
what, 11
new, 35
random, 2
entry, 10
chronological, 2
archive, 2
about, 10
editorial, 4
information, 2
the, 589
sep, 12
board, 2
how, 7
to, 281
cite, 3
special, 3
character, 5
advanced, 4
tool, 5
contact, 5
support, 17
pdfs, 2
for, 56
friend, 6
make, 14
a, 361
donation, 2
sepia, 2
library, 3
navigation, 1
bibliography, 4
academic, 5
pdf, 2
preview, 2
author, 1
and, 350
citation, 1
info, 2
back, 3
top, 1
gramscifirst, 1
publish, 8
fri, 1
jan, 1
have, 45
be, 203
enormously, 1
influential, 2
marxist, 19
theorist, 1
cultural, 24
political, 56
domination, 6
in, 258
develop, 12
capitalism, 4
however, 6
his, 128
career, 1
that, 89
radical, 15
journalist, 4
revolutionary, 22
organizer, 1
not, 39
professional, 1
philosopher, 7
socialist, 18
activist, 2
commentator, 2
later, 13
communist, 22
party, 50
leader, 4
italy, 25
most, 3
writing, 27
concern, 14
with, 63
assess, 2
immediate, 5
situation, 9
particularly, 5
prospect, 3
revolution, 22
interwar, 1
nonetheless, 4
conversant, 1
philosophical, 11
current, 3
italian, 24
neo-idealism, 1
native, 3
intellectual, 40
tradition, 2
date, 2
machiavelli, 2
major, 3
thought, 15
it, 96
only, 6
imprisonment, 3
by, 73
fascist, 6
authority, 6
he, 98
produce, 1
well-known, 2
philosophically, 1
rich, 1
text, 6
prison, 26
notebook, 24
insight, 6
therein, 1
account, 5
much, 4
posthumous, 1
recognition, 2
undertake, 5
series, 5
historical, 24
theoretical, 4
reflection, 5
on, 64
condition, 10
modern, 16
degree, 1
popular, 14
consent, 13
achieve, 4
employ, 2
concept, 15
hegemony, 41
describe, 7
process, 4
moral, 14
leadership, 17
embed, 1
ruling, 3
class, 36
across, 12
society, 27
reject, 4
economic, 16
determinism, 2
classical, 2
marxism, 20
favor, 3
nuanced, 1
analysis, 8
attune, 3
contingent, 2
variation, 3
circumstance, 2
bring, 9
into, 16
dialogue, 1
neo-idealist, 3
practical, 15
subjectivity, 1
sketch, 2
strategy, 18
aim, 10
at, 29
prepare, 2
collective, 12
identity, 3
although, 7
fragmentary, 3
open, 5
contrast, 6
emphasis, 2
set, 3
out, 4
politics, 22
endure, 2
value, 2
critical, 9
theory, 22
life, 12
activity, 9
sardinia, 5
turin, 12
moscow, 5
vienna, 4
rome, 6
pre-prison, 7
journalism, 2
socialism, 7
factory, 13
state, 42
write, 13
civil, 18
ideology, 10
common, 17
sense, 13
praxis, 13
prince, 7
reception, 3
primary, 4
literature, 7
secondary, 2
other, 16
internet, 3
resource, 5
related, 3
francesco, 2
bear, 3
january, 4
ale, 1
middle-class, 1
family, 4
albanian, 1
descent, 1
locate, 1
s, 106
southern, 10
mezzogiorno, 1
island, 2
share, 5
region, 3
arid, 1
landscape, 1
widespread, 3
poverty, 2
fragile, 3
social, 25
hierarchy, 2
fifth, 1
seven, 1
child, 2
giuseppina, 1
née, 1
marcia, 1
spend, 1
early, 10
childhood, 2
near, 2
cagliari, 2
where, 11
move, 4
infancy, 1
pott, 1
disease, 1
spinal, 1
form, 14
tuberculosis, 1
properly, 1
treat, 3
result, 2
grow, 5
up, 5
hunch, 1
suffer, 3
frequent, 1
health, 6
problem, 7
throughout, 3
rest, 1
davidson, 3
father, 2
local, 4
servant, 1
suspend, 2
from, 63
job, 1
politically, 3
motivate, 3
charge, 1
corruption, 1
an, 46
opposition, 7
candidate, 1
election, 2
subsequently, 1
sentence, 4
five, 1
year, 18
this, 37
brought, 1
terrible, 2
hardship, 1
who, 14
relocate, 2
town, 1
ghilarza, 1
young, 5
nino, 1
school, 3
work, 9
land, 1
registry, 1
office, 2
return, 3
education, 5
two, 8
follow, 4
release, 3
progress, 3
well, 4
reserved, 1
but, 31
avid, 1
reader, 3
strong, 3
will, 8
enter, 2
high, 1
live, 3
elder, 1
brother, 3
gennaro, 2
introduce, 1
him, 11
begin, 7
read, 9
critic, 7
such, 20
gaetano, 2
salvemini, 2
giuseppe, 1
prezzolini, 1
benedetto, 6
croce, 17
as, 3
karl, 2
marx, 5
many, 3
sardinian, 2
deep, 1
resentment, 1
shortcoming, 3
liberal, 11
since, 4
unification, 1
nineteenth, 4
century, 5
especially, 4
protectionist, 2
policy, 8
which, 35
contribute, 2
south, 3
underdevelopment, 3
win, 4
monthly, 1
stipend, 1
study, 7
carlo, 1
alberto, 1
college, 1
university, 15
northern, 3
piedmont, 1
radically, 3
upbringing, 2
industrial, 7
city, 2
dominate, 1
fiat, 1
car, 1
connect, 3
wider, 5
european, 2
culture, 4
some, 6
precarious, 2
existence, 1
impoverished, 1
student, 1
frequently, 2
interrupt, 1
nervous, 1
exhaustion, 1
ill-health, 1
philology, 1
or, 34
linguistics, 2
under, 6
guidance, 1
socio-linguist, 1
professor, 1
matteo, 1
bartoli, 2
draw, 7
familiarity, 1
dialect, 1
see, 48
ives, 3
envisage, 3
become, 15
linguist, 1
humanity, 2
own, 15
ambition, 2
originally, 2
train, 1
teacher, 1
review, 5
article, 1
futurism, 1
scw, 4
do, 12
formally, 2
complete, 3
abandon, 2
full-time, 1
join, 5
partito, 4
socialista, 1
italiano, 2
psi, 10
involve, 3
worker, 18
offer, 6
position, 9
edition, 3
daily, 3
newspaper, 3
avanti, 2
already, 6
contributor, 1
weekly, 1
il, 6
grido, 3
del, 5
popolo, 2
people, 7
cry, 1
accept, 3
commentary, 2
theatre, 1
regular, 2
column, 1
title, 1
sotto, 1
la, 2
mole, 2
shadow, 1
antoniella, 1
landmark, 1
design, 2
synagogue, 1
lodge, 1
co-published, 1
single, 1
issue, 2
entitle, 1
città, 1
futura, 1
future, 2
world, 14
war, 11
deeply, 1
split, 3
public, 5
interventionists, 1
neutralist, 1
firebrand, 1
benito, 1
mussolini, 5
come, 2
intervention, 2
against, 5
official, 1
neutrality, 2
hop, 2
would, 21
initiate, 2
collapse, 1
order, 6
ignite, 1
eventually, 5
force, 15
also, 16
tempt, 1
stance, 1
declare, 1
preference, 2
active, 1
take, 11
moment, 5
transformation, 5
spwi, 9
milder, 1
resistance, 1
formal, 3
thereafter, 2
suspicion, 1
fellow, 1
inspire, 5
russian, 6
february, 2
october, 3
align, 5
himself, 2
intransigent, 1
faction, 2
urge, 1
pursue, 2
maximalist, 1
program, 2
secretary, 2
executive, 3
committee, 4
same, 1
role, 10
editor, 1
december, 1
capital, 2
use, 4
publicize, 1
news, 2
event, 7
russia, 7
include, 6
lenin, 1
trotsky, 2
various, 7
effort, 6
organize, 6
proletarian, 5
association, 4
galvanize, 1
struggle, 8
general, 10
project, 6
they, 15
off, 2
after, 9
find, 4
edit, 1
l, 4
ordine, 5
nuovo, 5
intend, 1
initially, 4
journal, 1
medium, 4
discuss, 1
then, 6
underway, 1
present, 11
self-management, 1
skilled, 2
spur, 1
dispute, 3
occupation, 5
syndicalist, 3
thinker, 5
participate, 3
debate, 5
view, 15
potential, 5
locus, 2
institution, 3
clark, 2
end, 2
defeat, 1
call, 4
renew, 4
organization, 6
livorno, 1
establish, 3
comunista, 2
d, 1
italia, 1
pcd, 13
i, 13
lead, 11
militant, 1
amadeo, 1
bordiga, 8
require, 6
rigid, 2
discipline, 4
firm, 2
ideological, 5
root, 6
doctrine, 1
elect, 2
central, 3
transform, 1
paper, 2
remain, 9
too, 1
small, 1
any, 8
serious, 2
impact, 1
despite, 6
substantial, 3
success, 4
now, 9
divide, 2
leave, 2
increasingly, 6
outwit, 1
maneuverings, 1
movement, 4
squad, 1
terrorize, 1
trade, 5
union, 3
north, 1
burn, 1
down, 1
their, 17
send, 1
arm, 2
gang, 1
violently, 1
assault, 2
peasant, 4
invite, 3
king, 1
coalition, 3
government, 2
conservative, 2
politician, 1
alarm, 1
intensity, 1
disorder, 1
june, 1
dispatch, 1
delegate, 1
international, 6
comintern, 5
conference, 2
exhaust, 2
recent, 3
frenetic, 1
soon, 2
book, 4
sanatorium, 2
recover, 1
during, 5
sojourn, 1
meet, 2
julija, 1
schucht, 2
next, 2
wife, 2
mother, 2
son, 2
absorb, 2
bureaucratic, 3
complexity, 1
negotiate, 1
over, 14
relation, 9
left, 3
both, 8
compel, 1
reconsider, 1
tactic, 5
november, 2
fourth, 1
congress, 3
agree, 2
should, 3
fuse, 2
expel, 1
reformist, 2
link, 3
truth, 4
there, 5
little, 2
enthusiasm, 1
among, 8
option, 1
no, 5
real, 3
opportunity, 1
power, 10
member, 5
each, 1
persecute, 1
regime, 6
detain, 1
police, 3
circulate, 1
draft, 1
manifesto, 1
openly, 1
fusion, 1
divergence, 1
sign, 1
argue, 7
different, 5
conception, 13
gtw, 5
late, 5
foreign, 1
bureau, 1
maintain, 5
close, 2
articulate, 1
sectarian, 2
claim, 3
we, 2
detach, 1
ourselves, 1
mass, 8
group, 7
comrade, 1
seek, 3
united, 3
front, 3
presence, 1
than, 10
simply, 1
await, 2
crisis, 8
hand, 1
closer, 1
publication, 3
unità, 1
unity, 3
inclusive, 4
audience, 2
april, 4
absence, 4
parliament, 2
grant, 4
immunity, 2
prosecution, 1
may, 4
part, 8
clandestine, 1
como, 1
clear, 1
tactical, 5
difference, 1
majority, 1
summer, 1
continue, 8
intensify, 1
abduction, 1
murder, 2
thug, 1
deputy, 2
giacomo, 1
matteotti, 1
subsequent, 1
withdrawal, 1
protest, 1
revulsion, 1
threaten, 1
destabilize, 1
gradually, 2
crumble, 1
harassment, 2
anti-fascists, 1
hold, 4
third, 2
lyon, 2
france, 1
finally, 3
membership, 1
so-called, 3
thesis, 1
co-written, 1
togliatti, 9
underscore, 6
urgency, 1
adapt, 2
national, 8
partial, 2
capitalist, 7
development, 4
extensive, 4
agrarian, 3
sector, 1
compromise, 2
between, 7
bourgeoisie, 5
big, 1
landowner, 1
unified, 4
lack, 1
base, 3
spwii, 6
fascism, 3
merely, 3
preserve, 1
rule, 10
these, 11
petty, 1
bourgeois, 6
therefore, 9
need, 7
build, 8
so, 6
when, 4
could, 11
exercise, 6
effective, 2
meantime, 1
necessity, 3
democratic, 8
division, 3
within, 3
soviet, 4
stalin, 4
letter, 8
underline, 3
danger, 3
pose, 2
entrust, 1
pass, 3
deliver, 1
fear, 1
cause, 3
great, 6
friction, 1
increase, 1
transition, 1
full, 1
authoritarian, 2
dictatorship, 1
arrest, 6
place, 5
trial, 1
transfer, 3
via, 4
naples, 2
sicily, 1
ustica, 1
confine, 1
private, 2
house, 1
convey, 1
milan, 1
isolation, 2
underwent, 1
interrogation, 1
permit, 5
receive, 3
week, 1
indicate, 4
correspondence, 5
sister-in-law, 1
tatiana, 4
vital, 1
source, 3
suggest, 7
like, 4
something, 2
disinterested, 1
standpoint, 1
für, 1
ewig, 1
eternity, 1
borrow, 2
phrase, 1
goethe, 1
gpl, 5
visit, 3
piero, 1
sraffa, 2
cambridge, 10
economist, 2
help, 3
supply, 1
reading, 4
material, 6
act, 5
interlocutor, 1
tribunal, 1
month, 1
day, 2
commute, 1
prosecutor, 1
remark, 3
must, 4
stop, 1
brain, 1
function, 12
twenty, 1
ppw, 4
xxviii, 1
turi, 1
di, 3
bari, 2
apulia, 1
cell, 1
permission, 1
first, 5
easy, 1
badly, 1
neglect, 5
psychologically, 2
yet, 4
entirely, 3
cut, 1
outside, 3
addition, 1
service, 1
advocate, 2
behalf, 1
medical, 1
treatment, 2
least, 1
wholly, 2
unaware, 1
change, 5
strategic, 4
decision, 4
switch, 2
period, 5
insurrection, 1
assumption, 1
imminent, 1
denounce, 3
alliance, 2
criticism, 3
ostracism, 1
prisoner, 1
spriano, 3
subject, 2
censorship, 1
mean, 6
reference, 5
mute, 1
absent, 1
keep, 5
one, 6
whom, 1
never, 3
fascinate, 1
interest, 5
personal, 1
feeling, 1
incarceration, 1
story, 1
reminisce, 1
conversation, 1
decline, 1
encourage, 1
supporter, 1
request, 1
infirmary, 1
refuse, 1
conditional, 2
if, 4
renounce, 1
all, 7
clinic, 1
formia, 2
less, 3
productively, 1
mostly, 1
apply, 3
freedom, 2
enable, 3
ground, 1
company, 1
august, 1
quisisana, 1
expire, 1
time, 4
gravely, 1
evening, 1
cerebral, 1
hemorrhage, 1
die, 1
hour, 1
funeral, 1
ash, 1
locally, 1
until, 2
english, 1
cemetery, 1
grave, 1
retrieve, 1
thirty-three, 1
handwritten, 1
secure, 1
secretly, 1
bank, 1
following, 1
smuggle, 1
overt, 2
prior, 5
sporadic, 1
bound, 1
closely, 1
response, 2
committed, 1
albeit, 1
skeptical, 1
prevail, 1
orthodoxy, 3
influence, 8
arguably, 2
outsider, 1
mainstream, 1
progressive, 1
opinion, 2
fundamental, 3
consist, 2
failure, 2
governing, 1
task, 2
fare, 1
gli, 1
italiani, 1
put, 3
model, 10
culturally, 3
integrate, 1
citizen, 3
bellamy, 6
informs, 1
schecter, 6
dramatically, 1
evolve, 2
context, 2
europe, 2
generally, 1
earn, 1
biting, 1
acerbically, 1
elite, 2
shallow, 1
sensibility, 3
example, 4
cocaine, 1
index, 1
bemoan, 1
demonstrate, 4
card, 1
game, 1
scopone, 1
fair, 1
play, 2
proper, 1
primarily, 2
steep, 1
technical, 1
language, 3
shift, 4
register, 1
several, 1
theme, 8
can, 7
discern, 1
characterize, 1
thinking, 8
summarize, 1
humanist, 1
scientific, 5
positivism, 2
materialist, 1
subjective, 3
dimension, 3
human, 2
action, 8
here, 4
insistence, 1
subjectively, 1
express, 3
formation, 7
george, 2
sorel, 3
self-liberation, 2
rejection, 3
elitist, 2
artificially, 1
imposed, 1
system, 7
reformer, 1
analyst, 1
combine, 3
promotion, 1
three, 2
sequential, 1
phase, 1
distinguish, 3
post-war, 2
factory-based, 2
inform, 1
framework, 3
neo-hegelian, 1
scientist, 2
abstract, 7
ahistorical, 1
reasoning, 2
historically, 1
particular, 2
practically, 1
creative, 2
spirit, 1
consciousness, 9
beyond, 5
failing, 1
robust, 1
unifying, 2
secular, 1
civic, 1
numerous, 1
aesthetic, 2
understand, 7
socio-political, 2
improvement, 1
inseparable, 1
free, 4
